"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3330334";"";"0";"273.81";"0";"3.50";"19g";"Cl.N[C@]1(CCc2ccccc2)C[C@H]1c1ccccc1";"IC50";"'='";"202.0";"nM";"6.70";"";"";"UO_0000065";"28.21";"0.51";"3.19";"25.73";"False";"CHEMBL3388870";"Inhibition of human recombinant KDM1A/CoREST expressed in Escherichia coli assessed as reduction in H2O2 release using synthetic mono-methylated H3-K4 peptide (21 amino acids) substrate by horseradish peroxidase coupled enzyme assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351849";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL2182005";"";"0";"261.20";"0";"1.78";"29";"N/C(CC(=O)Nc1ccccc1C(F)(F)F)=N\O";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2184303";"Inhibition of human recombinant N-terminal histidine tagged LSD1 expressed in Escherichia coli BL21 (DE3) assessed as production of H2O2 using H3K4me2 (1 to 21 amino acid residues) as substrate at 10 uM by chemiluminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177075";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL3651121";"";"0";"258.75";"0";"3.38";"BDBM153444";"Clc1ncccc1CN[C@H]1CC1c1ccccc1";"IC50";"'='";"90.0";"nM";"7.05";"";"294683";"UO_0000065";"27.23";"0.53";"3.67";"28.27";"False";"CHEMBL3705690";"Amplex Red Peroxide/Peroxidase-Coupled Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc. In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Millipore) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red peroxide/peroxidase-coupled assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of various concentrations of inhibitor (from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in triplicate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638785";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL226102";"";"0";"711.23";"2";"3.72";"PG11144";"CCNCCCCNCCCCNCCCCNCCCCNC/C=C/CNCCCCNCCCCNCCCCNCCCCNCC";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2182192";"Inhibition of LSD1 in human Calu6 cells assessed as increase in SFRP2 mRNA expression at 5 uM after 24 hrs by qPCR analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Calu-6";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177075";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307639";""
"CHEMBL2182007";"";"0";"272.10";"0";"1.52";"31";"N/C(CC(=O)Nc1ccccc1Br)=N\O";"FC";"'='";"1.89";"";"";"";"";"";"";"";"";"";"False";"CHEMBL2182205";"Inhibition of LSD1 in human Calu6 cells assessed as increase in SFRP2 mRNA expression at 10 uM after 48 hrs by qPCR analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Calu-6";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177075";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307639";""
"CHEMBL3682530";"";"0";"395.87";"0";"2.45";"BDBM151617";"C/C(=N\NC(=O)c1cccc(S(=O)(=O)N(C)C)c1)c1cc(Cl)ccc1O";"IC50";"'='";"13.0";"nM";"7.89";"";"291668";"UO_0000065";"19.92";"0.41";"5.44";"7.96";"False";"CHEMBL3705682";"Inhibitor Screening Assay: The primary assay for compound inhibitory activity was the LSD1 Inhibitor Screening Assay Kit (Cayman Chemical Company, Ann Arbor, Mich.; Cayman Chemical Item Number 700120). Briefly, test compounds were diluted to 20.times. the desired test concentration in 100% DMSO and 2.5 .mu.L of the diluted drug sample was added to a black 384-well plate. The LSD1 enzyme stock was diluted 17-fold with assay buffer and 40 .mu.M of the diluted LSD1 enzyme was added to the appropriate wells. The reaction mixture comprised horseradish peroxidase, dimethyl K4 peptide (corresponding to the first 21 amino acids of the N-terminal tail of histone H3), and 10-acetyl-3,7-dihydroxyphenoxazine was then added to wells. Generation of resorufin (generated by reacting with H.sub.2O.sub.2 produced in the reaction) was analyzed on an Envision microplate reader with an excitation wavelength of 530 nm and an emission wavelength of 595 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638698";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4080173";"";"0";"460.54";"0";"3.32";"15g";"Cc1cc(COc2cc(C(=O)N3CCCC(N4CCCC4)C3)nn2-c2ccc(C#N)cc2)on1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"12.86";"0.24";"2.60";"5.90";"False";"CHEMBL4022410";"Inhibition of human recombinant N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli using Histone H3(1 to 21)K4(Me1) biotin peptide as substrate incubated for 30 mins by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020789";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL2181960";"";"0";"225.27";"0";"1.05";"23";"N/C(CC(=O)Nc1ccccc1S)=N\O";"FC";"'='";"1.6";"";"";"";"";"";"";"";"";"";"False";"CHEMBL2182202";"Inhibition of LSD1 in human Calu6 cells assessed as increase in HCAD mRNA expression at 10 uM after 48 hrs by qPCR analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Calu-6";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177075";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307639";""
"CHEMBL2182009";"";"0";"285.76";"0";"0.91";"5";"Cl.N=C(N)SCCN1C(=O)c2ccccc2C1=O";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2182194";"Inhibition of LSD1 in human Calu6 cells assessed as increase in H3K4me1 at 10 uM after 24 hrs by Western blot method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Calu-6";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177075";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307639";""
"CHEMBL3781494";"";"0";"385.94";"0";"3.56";"14g";"CN1CCC(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1.Cl";"FC";"'='";"4.1";"";"";"";"";"";"";"";"";"";"False";"CHEMBL3782870";"Inhibition of KDM1A in human NB4 cells assessed as increase in GFI1B mRNA expression at biochemical IC50 measured after 24 hrs by RT-PCR analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NB-4";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3779820";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308423";""
"CHEMBL3330341";"";"0";"245.75";"0";"3.03";"21d";"Cl.N[C@@]1(c2ccccc2)C[C@@H]1c1ccccc1";"IC50";"'='";"131.0";"nM";"6.88";"";"";"UO_0000065";"32.89";"0.59";"3.85";"26.45";"False";"CHEMBL3388870";"Inhibition of human recombinant KDM1A/CoREST expressed in Escherichia coli assessed as reduction in H2O2 release using synthetic mono-methylated H3-K4 peptide (21 amino acids) substrate by horseradish peroxidase coupled enzyme assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351849";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL3989843";"TRANYLCYPROMINE";"4";"266.39";"None";"None";"1";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1";"IC50";"'='";"11600.0";"nM";"4.94";"";"";"UO_0000065";"18.53";"None";"None";"None";"False";"CHEMBL3388870";"Inhibition of human recombinant KDM1A/CoREST expressed in Escherichia coli assessed as reduction in H2O2 release using synthetic mono-methylated H3-K4 peptide (21 amino acids) substrate by horseradish peroxidase coupled enzyme assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351849";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL3989843";"TRANYLCYPROMINE";"4";"266.39";"None";"None";"1";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1";"FC";"'='";"5.3";"";"";"";"";"";"";"";"";"";"False";"CHEMBL3388875";"Inhibition of KDM1A in human NB4 cells assessed as increase in Gfi-1b mRNA expression at biochemical IC50 level incubated for 24 hrs by quantitative RT-PCR method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NB-4";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351849";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"CHEMBL3308423";""
"CHEMBL3416425";"";"0";"288.78";"0";"2.75";"11";"Cl.NC1CC1c1ccc(NC(=O)c2ccccc2)cc1";"Ki";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"23.62";"0.43";"3.21";"10.81";"False";"CHEMBL3418201";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414440";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3735553";"";"0";"411.89";"0";"3.74";"11e";"Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cccn2C(=O)OCc2ccccc2)cc1";"FC";"'<='";"6.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL3737235";"Inhibition of LSD1 in human NB4 cells assessed as induction of GFI-1b mRNA expression at IC50 after 24 hrs by quantitative RT-PCR analysis relative to vehicle-treated control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NB-4";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734732";"1";"Scientific Literature";"MedChemComm";"2015";"CHEMBL3308423";""
"CHEMBL4104579";"";"0";"2243.63";"None";"None";"6";"CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O";"Ki";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4017608";"Inhibition of human LSD1 (172 to 833 residues) assessed as reduction in H2O2 production using H3K4me2 (1 to 20 residues) peptide as substrate preincubated for 10 mins followed by substrate addition measured after 30 mins by peroxidase coupled enzyme assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017445";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL4081282";"";"0";"2172.55";"None";"None";"8";"CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O";"Ki";"'='";"170000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4017608";"Inhibition of human LSD1 (172 to 833 residues) assessed as reduction in H2O2 production using H3K4me2 (1 to 20 residues) peptide as substrate preincubated for 10 mins followed by substrate addition measured after 30 mins by peroxidase coupled enzyme assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017445";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL4110167";"";"0";"417.48";"0";"4.66";"BDBM254554";"CC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1";"IC50";"'='";"402.0";"nM";"6.40";"";"443228";"UO_0000065";"15.32";"0.29";"1.74";"11.84";"False";"CHEMBL3887191";"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4115532";"";"0";"453.53";"0";"4.07";"BDBM254555";"CS(=O)(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1";"IC50";"'='";"146.0";"nM";"6.84";"";"443229";"UO_0000065";"15.07";"0.30";"2.77";"9.62";"False";"CHEMBL3887191";"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3415364";"";"0";"338.40";"0";"2.04";"6n";"C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(C)cc2)n1";"IC50";"'='";"3160.0";"nM";"5.50";"";"";"UO_0000065";"16.25";"0.31";"3.46";"4.71";"True";"CHEMBL3420662";"Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414475";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL3415357";"";"0";"374.88";"0";"2.55";"6g";"C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(Cl)cc2)n1";"IC50";"'='";"1590.0";"nM";"5.80";"";"";"UO_0000065";"15.47";"0.33";"3.25";"5.82";"True";"CHEMBL3420662";"Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414475";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL3415356";"";"0";"385.43";"0";"1.81";"6f";"C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc([N+](=O)[O-])cc2)n1";"IC50";"'='";"2580.0";"nM";"5.59";"";"";"UO_0000065";"14.50";"0.29";"3.78";"3.91";"True";"CHEMBL3420662";"Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414475";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL3415352";"";"0";"430.52";"0";"1.93";"6b";"C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cc(OC)c(OC)c(OC)c2)n1";"Inhibition";"";"";"";"";"";"tde";"";"";"";"";"";"False";"CHEMBL3420666";"Inhibition of recombinant LSD1 (157 to 852) (unknown origin) transfected in Escherichia coli BL21(DE) at 0.5 to 8 uM by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414475";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL4079000";"";"0";"348.45";"0";"2.51";"29d";"N#Cc1ccc(N(CC(=O)N2CCC(N)CC2)Cc2ccccc2)cc1";"Kd";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"17.10";"0.31";"3.45";"8.12";"False";"CHEMBL4019804";"Binding affinity to LSD1 (unknown origin) by SPR analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017519";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4299285";"";"0";"2367.71";"None";"None";"3";"CC(C)C[C@@H](NC(=O)[C@@H](CCCNN)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"2.68";"None";"None";"None";"False";"CHEMBL3776538";"Inhibition of full length N-terminal His-tagged human recombinant LSD1 (1 to 852 residues) expressed in Escherichia coli BL21(DE3) cells using H3K4me2 peptide as substrate preincubated for 5 mins followed by substrate addition measured for 30 mins by peroxidase coupled assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774333";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
